origin,destination,capacity,traveltime,category
Metro_CenturyAvenue_L06,Metro_CenturyAvenue_L04,9999,1,Pedestrian
Metro_CenturyAvenue_L06,Metro_CenturyAvenue_L09,9999,1,Pedestrian
Metro_CenturyAvenue_L09,Metro_CenturyAvenue,9999,1,Pedestrian
Metro_CenturyAvenue_L09,Metro_CenturyAvenue_L02,9999,1,Pedestrian
Metro_CenturyAvenue_L09,Metro_CenturyAvenue_L04,9999,1,Pedestrian
Metro_CenturyAvenue_L09,Metro_CenturyAvenue_L06,9999,1,Pedestrian
Metro_ChangshouRoad,Metro_ChangshouRoad_L07,9999,1,Pedestrian
Metro_ChangshouRoad,Metro_ChangshouRoad_L13,9999,1,Pedestrian
Metro_ChangshouRoad_L07,Metro_ChangshouRoad,9999,1,Pedestrian
Metro_ChangshouRoad_L07,Metro_ChangshouRoad_L13,9999,1,Pedestrian
Metro_ChangshouRoad_L13,Metro_ChangshouRoad,9999,1,Pedestrian
Metro_ChangshouRoad_L13,Metro_ChangshouRoad_L07,9999,1,Pedestrian
Metro_ChangshuRoad,Metro_ChangshuRoad_L01,9999,1,Pedestrian
Metro_ChangshuRoad,Metro_ChangshuRoad_L07,9999,1,Pedestrian
Metro_ChangshuRoad_L01,Metro_ChangshuRoad,9999,1,Pedestrian
Metro_ChangshuRoad_L01,Metro_ChangshuRoad_L07,9999,1,Pedestrian
Metro_ChangshuRoad_L07,Metro_ChangshuRoad,9999,1,Pedestrian
Metro_ChangshuRoad_L07,Metro_ChangshuRoad_L01,9999,1,Pedestrian
Metro_DalianRoad,Metro_DalianRoad_L04,9999,1,Pedestrian
Metro_DalianRoad,Metro_DalianRoad_L12,9999,1,Pedestrian
Metro_DalianRoad_L04,Metro_DalianRoad,9999,1,Pedestrian
Metro_DalianRoad_L04,Metro_DalianRoad_L12,9999,1,Pedestrian
Metro_DalianRoad_L12,Metro_DalianRoad,9999,1,Pedestrian
Metro_DalianRoad_L12,Metro_DalianRoad_L04,9999,1,Pedestrian
Metro_DamuqiaoRoad,Metro_DamuqiaoRoad_L04,9999,1,Pedestrian
Metro_DamuqiaoRoad,Metro_DamuqiaoRoad_L12,9999,1,Pedestrian
Metro_DamuqiaoRoad_L04,Metro_DamuqiaoRoad,9999,1,Pedestrian
Metro_DamuqiaoRoad_L04,Metro_DamuqiaoRoad_L12,9999,1,Pedestrian
Metro_DamuqiaoRoad_L12,Metro_DamuqiaoRoad,9999,1,Pedestrian
Metro_DamuqiaoRoad_L12,Metro_DamuqiaoRoad_L04,9999,1,Pedestrian
Metro_DonganRoad,Metro_DonganRoad_L04,9999,1,Pedestrian
Metro_DonganRoad,Metro_DonganRoad_L07,9999,1,Pedestrian
Metro_DonganRoad_L04,Metro_DonganRoad,9999,1,Pedestrian
Metro_DonganRoad_L04,Metro_DonganRoad_L07,9999,1,Pedestrian
Metro_DonganRoad_L07,Metro_DonganRoad,9999,1,Pedestrian
Metro_DonganRoad_L07,Metro_DonganRoad_L04,9999,1,Pedestrian
Metro_EastNanjingRoad,Metro_EastNanjingRoad_L02,9999,1,Pedestrian
Metro_EastNanjingRoad,Metro_EastNanjingRoad_L10,9999,1,Pedestrian
Metro_EastNanjingRoad_L02,Metro_EastNanjingRoad,9999,1,Pedestrian
Metro_EastNanjingRoad_L02,Metro_EastNanjingRoad_L10,9999,1,Pedestrian
Metro_EastNanjingRoad_L10,Metro_EastNanjingRoad,9999,1,Pedestrian
Metro_EastNanjingRoad_L10,Metro_EastNanjingRoad_L02,9999,1,Pedestrian
Metro_GangchengRoad,Metro_GangchengRoad_L06,9999,1,Pedestrian
Metro_GangchengRoad,Metro_GangchengRoad_L10,9999,1,Pedestrian
Metro_GangchengRoad_L06,Metro_GangchengRoad,9999,1,Pedestrian
Metro_GangchengRoad_L06,Metro_GangchengRoad_L10,9999,1,Pedestrian
Metro_GangchengRoad_L10,Metro_GangchengRoad,9999,1,Pedestrian
Metro_GangchengRoad_L10,Metro_GangchengRoad_L06,9999,1,Pedestrian
Metro_HailunRoad,Metro_HailunRoad_L04,9999,1,Pedestrian
Metro_HailunRoad,Metro_HailunRoad_L10,9999,1,Pedestrian
Metro_HailunRoad_L04,Metro_HailunRoad,9999,1,Pedestrian
Metro_HailunRoad_L04,Metro_HailunRoad_L10,9999,1,Pedestrian
Metro_HailunRoad_L10,Metro_HailunRoad,9999,1,Pedestrian
Metro_HailunRoad_L10,Metro_HailunRoad_L04,9999,1,Pedestrian
Metro_HanzhongRoad,Metro_HanzhongRoad_L01,9999,1,Pedestrian
Metro_HanzhongRoad,Metro_HanzhongRoad_L12,9999,1,Pedestrian
Metro_HanzhongRoad,Metro_HanzhongRoad_L13,9999,1,Pedestrian
Metro_HanzhongRoad_L01,Metro_HanzhongRoad,9999,1,Pedestrian
Metro_HanzhongRoad_L01,Metro_HanzhongRoad_L12,9999,1,Pedestrian
Metro_HanzhongRoad_L01,Metro_HanzhongRoad_L13,9999,1,Pedestrian
Metro_HanzhongRoad_L12,Metro_HanzhongRoad,9999,1,Pedestrian
Metro_HanzhongRoad_L12,Metro_HanzhongRoad_L01,9999,1,Pedestrian
Metro_HanzhongRoad_L12,Metro_HanzhongRoad_L13,9999,1,Pedestrian
Metro_HanzhongRoad_L13,Metro_HanzhongRoad,9999,1,Pedestrian
Metro_HanzhongRoad_L13,Metro_HanzhongRoad_L01,9999,1,Pedestrian
Metro_HanzhongRoad_L13,Metro_HanzhongRoad_L12,9999,1,Pedestrian
Metro_HongkouFootballStadium,Metro_HongkouFootballStadium_L03,9999,1,Pedestrian
Metro_HongkouFootballStadium,Metro_HongkouFootballStadium_L08,9999,1,Pedestrian
Metro_HongkouFootballStadium_L03,Metro_HongkouFootballStadium,9999,1,Pedestrian
Metro_HongkouFootballStadium_L03,Metro_HongkouFootballStadium_L08,9999,1,Pedestrian
Metro_HongkouFootballStadium_L08,Metro_HongkouFootballStadium,9999,1,Pedestrian
Metro_HongkouFootballStadium_L08,Metro_HongkouFootballStadium_L03,9999,1,Pedestrian
Metro_HongqiaoRailwayStation,Metro_HongqiaoRailwayStation_L02,9999,1,Pedestrian
Metro_HongqiaoRailwayStation,Metro_HongqiaoRailwayStation_L10,9999,1,Pedestrian
Metro_HongqiaoRailwayStation_L02,Metro_HongqiaoRailwayStation,9999,1,Pedestrian
Metro_HongqiaoRailwayStation_L02,Metro_HongqiaoRailwayStation_L10,9999,1,Pedestrian
Metro_HongqiaoRailwayStation_L10,Metro_HongqiaoRailwayStation,9999,1,Pedestrian
Metro_HongqiaoRailwayStation_L10,Metro_HongqiaoRailwayStation_L02,9999,1,Pedestrian
Metro_HongqiaoRoad,Metro_HongqiaoRoad_L03,9999,1,Pedestrian
Metro_HongqiaoRoad,Metro_HongqiaoRoad_L04,9999,1,Pedestrian
Metro_HongqiaoRoad,Metro_HongqiaoRoad_L10,9999,1,Pedestrian
Metro_HongqiaoRoad_L03,Metro_HongqiaoRoad,9999,1,Pedestrian
Metro_HongqiaoRoad_L03,Metro_HongqiaoRoad_L04,9999,1,Pedestrian
Metro_HongqiaoRoad_L03,Metro_HongqiaoRoad_L10,9999,1,Pedestrian
Metro_HongqiaoRoad_L04,Metro_HongqiaoRoad,9999,1,Pedestrian
Metro_HongqiaoRoad_L04,Metro_HongqiaoRoad_L03,9999,1,Pedestrian
Metro_HongqiaoRoad_L04,Metro_HongqiaoRoad_L10,9999,1,Pedestrian
Metro_HongqiaoRoad_L10,Metro_HongqiaoRoad,9999,1,Pedestrian
Metro_HongqiaoRoad_L10,Metro_HongqiaoRoad_L03,9999,1,Pedestrian
Metro_HongqiaoRoad_L10,Metro_HongqiaoRoad_L04,9999,1,Pedestrian
Metro_HongqiaoTerminal2,Metro_HongqiaoTerminal2_L02,9999,1,Pedestrian
Metro_HongqiaoTerminal2,Metro_HongqiaoTerminal2_L10,9999,1,Pedestrian
Metro_HongqiaoTerminal2_L02,Metro_HongqiaoTerminal2,9999,1,Pedestrian
Metro_HongqiaoTerminal2_L02,Metro_HongqiaoTerminal2_L10,9999,1,Pedestrian
Metro_HongqiaoTerminal2_L10,Metro_HongqiaoTerminal2,9999,1,Pedestrian
Metro_HongqiaoTerminal2_L10,Metro_HongqiaoTerminal2_L02,9999,1,Pedestrian
Metro_JiangsuRoad,Metro_JiangsuRoad_L02,9999,1,Pedestrian
Metro_JiangsuRoad,Metro_JiangsuRoad_L11,9999,1,Pedestrian
Metro_JiangsuRoad_L02,Metro_JiangsuRoad,9999,1,Pedestrian
Metro_JiangsuRoad_L02,Metro_JiangsuRoad_L11,9999,1,Pedestrian
Metro_JiangsuRoad_L11,Metro_JiangsuRoad,9999,1,Pedestrian
Metro_JiangsuRoad_L11,Metro_JiangsuRoad_L02,9999,1,Pedestrian
Metro_JiaotongUniversity,Metro_JiaotongUniversity_L10,9999,1,Pedestrian
Metro_JiaotongUniversity,Metro_JiaotongUniversity_L11,9999,1,Pedestrian
Metro_JiaotongUniversity_L10,Metro_JiaotongUniversity,9999,1,Pedestrian
Metro_JiaotongUniversity_L10,Metro_JiaotongUniversity_L11,9999,1,Pedestrian
Metro_JiaotongUniversity_L11,Metro_JiaotongUniversity,9999,1,Pedestrian
Metro_JiaotongUniversity_L11,Metro_JiaotongUniversity_L10,9999,1,Pedestrian
Metro_JiashanRoad,Metro_JiashanRoad_L09,9999,1,Pedestrian
Metro_JiashanRoad,Metro_JiashanRoad_L12,9999,1,Pedestrian
Metro_JiashanRoad_L09,Metro_JiashanRoad,9999,1,Pedestrian
Metro_JiashanRoad_L09,Metro_JiashanRoad_L12,9999,1,Pedestrian
Metro_JiashanRoad_L12,Metro_JiashanRoad,9999,1,Pedestrian
Metro_JiashanRoad_L12,Metro_JiashanRoad_L09,9999,1,Pedestrian
Metro_JinganTemple,Metro_JinganTemple_L02,9999,1,Pedestrian
Metro_JinganTemple,Metro_JinganTemple_L07,9999,1,Pedestrian
Metro_JinganTemple_L02,Metro_JinganTemple,9999,1,Pedestrian
Metro_JinganTemple_L02,Metro_JinganTemple_L07,9999,1,Pedestrian
Metro_JinganTemple_L07,Metro_JinganTemple,9999,1,Pedestrian
Metro_JinganTemple_L07,Metro_JinganTemple_L02,9999,1,Pedestrian
Metro_JinshajiangRoad,Metro_JinshajiangRoad_L03,9999,1,Pedestrian
Metro_JinshajiangRoad,Metro_JinshajiangRoad_L04,9999,1,Pedestrian
Metro_JinshajiangRoad,Metro_JinshajiangRoad_L13,9999,1,Pedestrian
Metro_JinshajiangRoad_L03,Metro_JinshajiangRoad,9999,1,Pedestrian
Metro_JinshajiangRoad_L03,Metro_JinshajiangRoad_L04,9999,1,Pedestrian
Metro_JinshajiangRoad_L03,Metro_JinshajiangRoad_L13,9999,1,Pedestrian
Metro_JinshajiangRoad_L04,Metro_JinshajiangRoad,9999,1,Pedestrian
Metro_JinshajiangRoad_L04,Metro_JinshajiangRoad_L03,9999,1,Pedestrian
Metro_JinshajiangRoad_L04,Metro_JinshajiangRoad_L13,9999,1,Pedestrian
Metro_JinshajiangRoad_L13,Metro_JinshajiangRoad,9999,1,Pedestrian
Metro_JinshajiangRoad_L13,Metro_JinshajiangRoad_L03,9999,1,Pedestrian
Metro_JinshajiangRoad_L13,Metro_JinshajiangRoad_L04,9999,1,Pedestrian
Metro_JufengRoad,Metro_JufengRoad_L06,9999,1,Pedestrian
Metro_JufengRoad,Metro_JufengRoad_L12,9999,1,Pedestrian
Metro_JufengRoad_L06,Metro_JufengRoad,9999,1,Pedestrian
Metro_JufengRoad_L06,Metro_JufengRoad_L12,9999,1,Pedestrian
Metro_JufengRoad_L12,Metro_JufengRoad,9999,1,Pedestrian
Metro_JufengRoad_L12,Metro_JufengRoad_L06,9999,1,Pedestrian
Metro_LancunRoad,Metro_LancunRoad_L04,9999,1,Pedestrian
Metro_LancunRoad,Metro_LancunRoad_L06,9999,1,Pedestrian
Metro_LancunRoad_L04,Metro_LancunRoad,9999,1,Pedestrian
Metro_LancunRoad_L04,Metro_LancunRoad_L06,9999,1,Pedestrian
Metro_LancunRoad_L06,Metro_LancunRoad,9999,1,Pedestrian
Metro_LancunRoad_L06,Metro_LancunRoad_L04,9999,1,Pedestrian
Metro_Laoximen,Metro_Laoximen_L08,9999,1,Pedestrian
Metro_Laoximen,Metro_Laoximen_L10,9999,1,Pedestrian
Metro_Laoximen_L08,Metro_Laoximen,9999,1,Pedestrian
Metro_Laoximen_L08,Metro_Laoximen_L10,9999,1,Pedestrian
Metro_Laoximen_L10,Metro_Laoximen,9999,1,Pedestrian
Metro_Laoximen_L10,Metro_Laoximen_L08,9999,1,Pedestrian
Metro_LongcaoRoad,Metro_LongcaoRoad_L03,9999,1,Pedestrian
Metro_LongcaoRoad,Metro_LongcaoRoad_L12,9999,1,Pedestrian
Metro_LongcaoRoad_L03,Metro_LongcaoRoad,9999,1,Pedestrian
Metro_LongcaoRoad_L03,Metro_LongcaoRoad_L12,9999,1,Pedestrian
Metro_LongcaoRoad_L12,Metro_LongcaoRoad,9999,1,Pedestrian
Metro_LongcaoRoad_L12,Metro_LongcaoRoad_L03,9999,1,Pedestrian
Metro_LongdeRoad,Metro_LongdeRoad_L11,9999,1,Pedestrian
Metro_LongdeRoad,Metro_LongdeRoad_L13,9999,1,Pedestrian
Metro_LongdeRoad_L11,Metro_LongdeRoad,9999,1,Pedestrian
Metro_LongdeRoad_L11,Metro_LongdeRoad_L13,9999,1,Pedestrian
Metro_LongdeRoad_L13,Metro_LongdeRoad,9999,1,Pedestrian
Metro_LongdeRoad_L13,Metro_LongdeRoad_L11,9999,1,Pedestrian
Metro_Longhua,Metro_Longhua_L11,9999,1,Pedestrian
Metro_Longhua,Metro_Longhua_L12,9999,1,Pedestrian
Metro_LonghuaMiddleRoad,Metro_LonghuaMiddleRoad_L07,9999,1,Pedestrian
Metro_LonghuaMiddleRoad,Metro_LonghuaMiddleRoad_L12,9999,1,Pedestrian
Metro_LonghuaMiddleRoad_L07,Metro_LonghuaMiddleRoad,9999,1,Pedestrian
Metro_LonghuaMiddleRoad_L07,Metro_LonghuaMiddleRoad_L12,9999,1,Pedestrian
Metro_LonghuaMiddleRoad_L12,Metro_LonghuaMiddleRoad,9999,1,Pedestrian
Metro_LonghuaMiddleRoad_L12,Metro_LonghuaMiddleRoad_L07,9999,1,Pedestrian
Metro_Longhua_L11,Metro_Longhua,9999,1,Pedestrian
Metro_Longhua_L11,Metro_Longhua_L12,9999,1,Pedestrian
Metro_Longhua_L12,Metro_Longhua,9999,1,Pedestrian
Metro_Longhua_L12,Metro_Longhua_L11,9999,1,Pedestrian
Metro_LongyangRoad,Metro_LongyangRoad_L02,9999,1,Pedestrian
Metro_LongyangRoad,Metro_LongyangRoad_L07,9999,1,Pedestrian
Metro_LongyangRoad,Metro_LongyangRoad_L16,9999,1,Pedestrian
Metro_LongyangRoad_L02,Metro_LongyangRoad,9999,1,Pedestrian
Metro_LongyangRoad_L02,Metro_LongyangRoad_L07,9999,1,Pedestrian
Metro_LongyangRoad_L02,Metro_LongyangRoad_L16,9999,1,Pedestrian
Metro_LongyangRoad_L07,Metro_LongyangRoad,9999,1,Pedestrian
Metro_LongyangRoad_L07,Metro_LongyangRoad_L02,9999,1,Pedestrian
Metro_LongyangRoad_L07,Metro_LongyangRoad_L16,9999,1,Pedestrian
Metro_LongyangRoad_L16,Metro_LongyangRoad,9999,1,Pedestrian
Metro_LongyangRoad_L16,Metro_LongyangRoad_L02,9999,1,Pedestrian
Metro_LongyangRoad_L16,Metro_LongyangRoad_L07,9999,1,Pedestrian
Metro_LongyaoRoad,Metro_LongyaoRoad_L06,9999,1,Pedestrian
Metro_LongyaoRoad,Metro_LongyaoRoad_L11,9999,1,Pedestrian
Metro_LongyaoRoad_L06,Metro_LongyaoRoad,9999,1,Pedestrian
Metro_LongyaoRoad_L06,Metro_LongyaoRoad_L11,9999,1,Pedestrian
Metro_LongyaoRoad_L11,Metro_LongyaoRoad,9999,1,Pedestrian
Metro_LongyaoRoad_L11,Metro_LongyaoRoad_L06,9999,1,Pedestrian
Metro_LujiabangRoad,Metro_LujiabangRoad_L08,9999,1,Pedestrian
Metro_LujiabangRoad,Metro_LujiabangRoad_L09,9999,1,Pedestrian
Metro_LujiabangRoad_L08,Metro_LujiabangRoad,9999,1,Pedestrian
Metro_LujiabangRoad_L08,Metro_LujiabangRoad_L09,9999,1,Pedestrian
Metro_LujiabangRoad_L09,Metro_LujiabangRoad,9999,1,Pedestrian
Metro_LujiabangRoad_L09,Metro_LujiabangRoad_L08,9999,1,Pedestrian
Metro_LuoshanRoad,Metro_LuoshanRoad_L11,9999,1,Pedestrian
Metro_LuoshanRoad,Metro_LuoshanRoad_L16,9999,1,Pedestrian
Metro_LuoshanRoad_L11,Metro_LuoshanRoad,9999,1,Pedestrian
Metro_LuoshanRoad_L11,Metro_LuoshanRoad_L16,9999,1,Pedestrian
Metro_LuoshanRoad_L16,Metro_LuoshanRoad,9999,1,Pedestrian
Metro_LuoshanRoad_L16,Metro_LuoshanRoad_L11,9999,1,Pedestrian
Metro_MadangRoad,Metro_MadangRoad_L09,9999,1,Pedestrian
Metro_MadangRoad,Metro_MadangRoad_L13,9999,1,Pedestrian
Metro_MadangRoad_L09,Metro_MadangRoad,9999,1,Pedestrian
Metro_MadangRoad_L09,Metro_MadangRoad_L13,9999,1,Pedestrian
Metro_MadangRoad_L13,Metro_MadangRoad,9999,1,Pedestrian
Metro_MadangRoad_L13,Metro_MadangRoad_L09,9999,1,Pedestrian
Metro_OrientalSportsCenter,Metro_OrientalSportsCenter_L06,9999,1,Pedestrian
Metro_OrientalSportsCenter,Metro_OrientalSportsCenter_L08,9999,1,Pedestrian
Metro_OrientalSportsCenter,Metro_OrientalSportsCenter_L11,9999,1,Pedestrian
Metro_OrientalSportsCenter_L06,Metro_OrientalSportsCenter,9999,1,Pedestrian
Metro_OrientalSportsCenter_L06,Metro_OrientalSportsCenter_L08,9999,1,Pedestrian
Metro_OrientalSportsCenter_L06,Metro_OrientalSportsCenter_L11,9999,1,Pedestrian
Metro_OrientalSportsCenter_L08,Metro_OrientalSportsCenter,9999,1,Pedestrian
Metro_OrientalSportsCenter_L08,Metro_OrientalSportsCenter_L06,9999,1,Pedestrian
Metro_OrientalSportsCenter_L08,Metro_OrientalSportsCenter_L11,9999,1,Pedestrian
Metro_OrientalSportsCenter_L11,Metro_OrientalSportsCenter,9999,1,Pedestrian
Metro_OrientalSportsCenter_L11,Metro_OrientalSportsCenter_L06,9999,1,Pedestrian
Metro_OrientalSportsCenter_L11,Metro_OrientalSportsCenter_L08,9999,1,Pedestrian
Metro_PeoplesSquare,Metro_PeoplesSquare_L01,9999,1,Pedestrian
Metro_PeoplesSquare,Metro_PeoplesSquare_L02,9999,1,Pedestrian
Metro_PeoplesSquare,Metro_PeoplesSquare_L08,9999,1,Pedestrian
Metro_PeoplesSquare_L01,Metro_PeoplesSquare,9999,1,Pedestrian
Metro_PeoplesSquare_L01,Metro_PeoplesSquare_L02,9999,1,Pedestrian
Metro_PeoplesSquare_L01,Metro_PeoplesSquare_L08,9999,1,Pedestrian
Metro_PeoplesSquare_L02,Metro_PeoplesSquare,9999,1,Pedestrian
Metro_PeoplesSquare_L02,Metro_PeoplesSquare_L01,9999,1,Pedestrian
Metro_PeoplesSquare_L02,Metro_PeoplesSquare_L08,9999,1,Pedestrian
Metro_PeoplesSquare_L08,Metro_PeoplesSquare,9999,1,Pedestrian
Metro_PeoplesSquare_L08,Metro_PeoplesSquare_L01,9999,1,Pedestrian
Metro_PeoplesSquare_L08,Metro_PeoplesSquare_L02,9999,1,Pedestrian
Metro_PudianRoad,Metro_PudianRoad_L04,9999,1,Pedestrian
Metro_PudianRoad,Metro_PudianRoad_L06,9999,1,Pedestrian
Metro_PudianRoad_L04,Metro_PudianRoad,9999,1,Pedestrian
Metro_PudianRoad_L04,Metro_PudianRoad_L06,9999,1,Pedestrian
Metro_PudianRoad_L06,Metro_PudianRoad,9999,1,Pedestrian
Metro_PudianRoad_L06,Metro_PudianRoad_L04,9999,1,Pedestrian
Metro_QufuRoad,Metro_QufuRoad_L08,9999,1,Pedestrian
Metro_QufuRoad,Metro_QufuRoad_L12,9999,1,Pedestrian
Metro_QufuRoad_L08,Metro_QufuRoad,9999,1,Pedestrian
Metro_QufuRoad_L08,Metro_QufuRoad_L12,9999,1,Pedestrian
Metro_QufuRoad_L12,Metro_QufuRoad,9999,1,Pedestrian
Metro_QufuRoad_L12,Metro_QufuRoad_L08,9999,1,Pedestrian
Metro_ShanghaiIndoorStadium,Metro_ShanghaiIndoorStadium_L01,9999,1,Pedestrian
Metro_ShanghaiIndoorStadium,Metro_ShanghaiIndoorStadium_L04,9999,1,Pedestrian
Metro_ShanghaiIndoorStadium_L01,Metro_ShanghaiIndoorStadium,9999,1,Pedestrian
Metro_ShanghaiIndoorStadium_L01,Metro_ShanghaiIndoorStadium_L04,9999,1,Pedestrian
Metro_ShanghaiIndoorStadium_L04,Metro_ShanghaiIndoorStadium,9999,1,Pedestrian
Metro_ShanghaiIndoorStadium_L04,Metro_ShanghaiIndoorStadium_L01,9999,1,Pedestrian
Metro_ShanghaiRailwayStation,Metro_ShanghaiRailwayStation_L01,9999,1,Pedestrian
Metro_ShanghaiRailwayStation,Metro_ShanghaiRailwayStation_L03,9999,1,Pedestrian
Metro_ShanghaiRailwayStation,Metro_ShanghaiRailwayStation_L04,9999,1,Pedestrian
Metro_ShanghaiRailwayStation_L01,Metro_ShanghaiRailwayStation,9999,1,Pedestrian
Metro_ShanghaiRailwayStation_L01,Metro_ShanghaiRailwayStation_L03,9999,1,Pedestrian
Metro_ShanghaiRailwayStation_L01,Metro_ShanghaiRailwayStation_L04,9999,1,Pedestrian
Metro_ShanghaiRailwayStation_L03,Metro_ShanghaiRailwayStation,9999,1,Pedestrian
Metro_ShanghaiRailwayStation_L03,Metro_ShanghaiRailwayStation_L01,9999,1,Pedestrian
Metro_ShanghaiRailwayStation_L03,Metro_ShanghaiRailwayStation_L04,9999,1,Pedestrian
Metro_ShanghaiRailwayStation_L04,Metro_ShanghaiRailwayStation,9999,1,Pedestrian
Metro_ShanghaiRailwayStation_L04,Metro_ShanghaiRailwayStation_L01,9999,1,Pedestrian
Metro_ShanghaiRailwayStation_L04,Metro_ShanghaiRailwayStation_L03,9999,1,Pedestrian
Metro_ShanghaiSouthRailwayStation,Metro_ShanghaiSouthRailwayStation_L01,9999,1,Pedestrian
Metro_ShanghaiSouthRailwayStation,Metro_ShanghaiSouthRailwayStation_L03,9999,1,Pedestrian
Metro_ShanghaiSouthRailwayStation_L01,Metro_ShanghaiSouthRailwayStation,9999,1,Pedestrian
Metro_ShanghaiSouthRailwayStation_L01,Metro_ShanghaiSouthRailwayStation_L03,9999,1,Pedestrian
Metro_ShanghaiSouthRailwayStation_L03,Metro_ShanghaiSouthRailwayStation,9999,1,Pedestrian
Metro_ShanghaiSouthRailwayStation_L03,Metro_ShanghaiSouthRailwayStation_L01,9999,1,Pedestrian
Metro_SipingRoad,Metro_SipingRoad_L08,9999,1,Pedestrian
Metro_SipingRoad,Metro_SipingRoad_L10,9999,1,Pedestrian
Metro_SipingRoad_L08,Metro_SipingRoad,9999,1,Pedestrian
Metro_SipingRoad_L08,Metro_SipingRoad_L10,9999,1,Pedestrian
Metro_SipingRoad_L10,Metro_SipingRoad,9999,1,Pedestrian
Metro_SipingRoad_L10,Metro_SipingRoad_L08,9999,1,Pedestrian
Metro_SongyuanRoad,Metro_SongyuanRoad_L10,9999,1,Pedestrian
Metro_SongyuanRoad,Metro_SongyuanRoad_L12,9999,1,Pedestrian
Metro_SongyuanRoad_L10,Metro_SongyuanRoad,9999,1,Pedestrian
Metro_SongyuanRoad_L10,Metro_SongyuanRoad_L12,9999,1,Pedestrian
Metro_SongyuanRoad_L12,Metro_SongyuanRoad,9999,1,Pedestrian
Metro_SongyuanRoad_L12,Metro_SongyuanRoad_L10,9999,1,Pedestrian
Metro_SouthShaanxiRoad,Metro_SouthShaanxiRoad_L01,9999,1,Pedestrian
Metro_SouthShaanxiRoad,Metro_SouthShaanxiRoad_L10,9999,1,Pedestrian
Metro_SouthShaanxiRoad,Metro_SouthShaanxiRoad_L12,9999,1,Pedestrian
Metro_SouthShaanxiRoad_L01,Metro_SouthShaanxiRoad,9999,1,Pedestrian
Metro_SouthShaanxiRoad_L01,Metro_SouthShaanxiRoad_L10,9999,1,Pedestrian
Metro_SouthShaanxiRoad_L01,Metro_SouthShaanxiRoad_L12,9999,1,Pedestrian
Metro_SouthShaanxiRoad_L10,Metro_SouthShaanxiRoad,9999,1,Pedestrian
Metro_SouthShaanxiRoad_L10,Metro_SouthShaanxiRoad_L01,9999,1,Pedestrian
Metro_SouthShaanxiRoad_L10,Metro_SouthShaanxiRoad_L12,9999,1,Pedestrian
Metro_SouthShaanxiRoad_L12,Metro_SouthShaanxiRoad,9999,1,Pedestrian
Metro_SouthShaanxiRoad_L12,Metro_SouthShaanxiRoad_L01,9999,1,Pedestrian
Metro_SouthShaanxiRoad_L12,Metro_SouthShaanxiRoad_L10,9999,1,Pedestrian
Metro_SouthXizangRoad,Metro_SouthXizangRoad_L04,9999,1,Pedestrian
Metro_SouthXizangRoad,Metro_SouthXizangRoad_L08,9999,1,Pedestrian
Metro_SouthXizangRoad_L04,Metro_SouthXizangRoad,9999,1,Pedestrian
Metro_SouthXizangRoad_L04,Metro_SouthXizangRoad_L08,9999,1,Pedestrian
Metro_SouthXizangRoad_L08,Metro_SouthXizangRoad,9999,1,Pedestrian
Metro_SouthXizangRoad_L08,Metro_SouthXizangRoad_L04,9999,1,Pedestrian
Metro_TiantongRoad,Metro_TiantongRoad_L10,9999,1,Pedestrian
Metro_TiantongRoad,Metro_TiantongRoad_L12,9999,1,Pedestrian
Metro_TiantongRoad_L10,Metro_TiantongRoad,9999,1,Pedestrian
Metro_TiantongRoad_L10,Metro_TiantongRoad_L12,9999,1,Pedestrian
Metro_TiantongRoad_L12,Metro_TiantongRoad,9999,1,Pedestrian
Metro_TiantongRoad_L12,Metro_TiantongRoad_L10,9999,1,Pedestrian
Metro_WestGaokeRoad,Metro_WestGaokeRoad_L06,9999,1,Pedestrian
Metro_WestGaokeRoad,Metro_WestGaokeRoad_L07,9999,1,Pedestrian
Metro_WestGaokeRoad_L06,Metro_WestGaokeRoad,9999,1,Pedestrian
Metro_WestGaokeRoad_L06,Metro_WestGaokeRoad_L07,9999,1,Pedestrian
Metro_WestGaokeRoad_L07,Metro_WestGaokeRoad,9999,1,Pedestrian
Metro_WestGaokeRoad_L07,Metro_WestGaokeRoad_L06,9999,1,Pedestrian
Metro_WestNanjingRoad,Metro_WestNanjingRoad_L02,9999,1,Pedestrian
Metro_WestNanjingRoad,Metro_WestNanjingRoad_L12,9999,1,Pedestrian
Metro_WestNanjingRoad,Metro_WestNanjingRoad_L13,9999,1,Pedestrian
Metro_WestNanjingRoad_L02,Metro_WestNanjingRoad,9999,1,Pedestrian
Metro_WestNanjingRoad_L02,Metro_WestNanjingRoad_L12,9999,1,Pedestrian
Metro_WestNanjingRoad_L02,Metro_WestNanjingRoad_L13,9999,1,Pedestrian
Metro_WestNanjingRoad_L12,Metro_WestNanjingRoad,9999,1,Pedestrian
Metro_WestNanjingRoad_L12,Metro_WestNanjingRoad_L02,9999,1,Pedestrian
Metro_WestNanjingRoad_L12,Metro_WestNanjingRoad_L13,9999,1,Pedestrian
Metro_WestNanjingRoad_L13,Metro_WestNanjingRoad,9999,1,Pedestrian
Metro_WestNanjingRoad_L13,Metro_WestNanjingRoad_L02,9999,1,Pedestrian
Metro_WestNanjingRoad_L13,Metro_WestNanjingRoad_L12,9999,1,Pedestrian
Metro_WestYananRoad,Metro_WestYananRoad_L03,9999,1,Pedestrian
